,code,name
481,AME 536,AME 536 Biofluid Mechanics: Transport and Circulatory Systems
482,AME 537,AME 537 Microfluidics
483,AME 539,AME 539 Multi-body Dynamics
484,AME 541,AME 541 Linear Control Systems II
485,AME 542,AME 542 Theory of Plates and Shells
486,AME 543,AME 543 Structural Instability and Failure
487,AME 544,AME 544 Computer Control of Mechanical Systems
488,AME 545,AME 545 Modeling and Control of Distributed Dynamic Systems
489,AME 546,AME 546 Design for Manufacturing Assembly
490,AME 547,AME 547 Foundations for Manufacturing Automation
491,AME 548,AME 548 Analytical Methods in Robotics
492,AME 549,AME 549 Systems Architecting
493,AME 550,AME 550 Seminar in Aerospace and Mechanical Engineering
494,AME 551,AME 551 Mechanical Behavior of Engineering Materials
495,AME 552,AME 552 Nonlinear Control Systems
496,AME 553aL,AME 553aL Digital Control Systems
497,AME 553bL,AME 553bL Digital Control Systems
498,AME 554,AME 554 Additive Manufacturing Technologies
499,AME 559,AME 559 Creep
500,AME 560,AME 560 Fatigue and Fracture
501,AME 561,AME 561 Dislocation Theory and Applications
502,AME 567,AME 567 Collaborative Engineering Principles and Practice
503,AME 572L,AME 572L Experimental Engineering Projects
504,AME 573,AME 573 Aerosol Physics and Chemistry
505,AME 575,AME 575 Advanced Engineering Analysis
506,AME 576,AME 576 Advanced Engineering Analytical Methods
507,AME 577,AME 577 Survey of Energy and Power for a Sustainable Future
508,AME 578,AME 578 Modern Alternative Energy Conversion Devices
509,AME 579,AME 579 Numerical Modeling of Single and Multiphase Reactive Flows
510,AME 581,AME 581 Introduction to Nuclear Engineering
511,AME 582,AME 582 Nuclear Reactor Physics
512,AME 583,AME 583 Effects of Radiation on Health
513,AME 584,AME 584 Fracture Mechanics and Mechanisms
514,AME 585,AME 585 Aerospace Structures II
515,AME 588,AME 588 Materials Selection
516,AME 590,AME 590 Directed Research
517,AME 594a,AME 594a Master's Thesis
518,AME 594b,AME 594b Master's Thesis
519,AME 594z,AME 594z Master's Thesis
520,AME 599,AME 599 Special Topics
521,AME 620,AME 620 Aero and Hydrodynamic Wave Theory
522,AME 621,AME 621 Stability of Fluids
523,AME 623,AME 623 Dynamics of Stratified and Rotating Flows
524,AME 624,AME 624 The Fluid Dynamics of Natural Phenomena
525,AME 626,AME 626 Singular Perturbation Methods
526,AME 630,AME 630 Transition to Chaos in Dynamical Systems
527,AME 640,AME 640 Advanced Theory of Elasticity
528,AME 645,AME 645 Uncertainty Modeling and Stochastic Organization
529,AME 647,AME 647 Multiscale Methods in Mechanics
530,AME 651,AME 651 Statistical Theories of Turbulence
531,AME 652,AME 652 Turbulent Shear Flows
532,AME 690,AME 690 Directed Research
533,AME 694a,AME 694a Thesis
534,AME 694b,AME 694b Thesis
535,AME 694z,AME 694z Thesis
536,AME 790,AME 790 Research
537,AME 794a,AME 794a Doctoral Dissertation
538,AME 794b,AME 794b Doctoral Dissertation
539,AME 794c,AME 794c Doctoral Dissertation
540,AME 794d,AME 794d Doctoral Dissertation
541,AME 794z,AME 794z Doctoral Dissertation
542,AMED 421,AMED 421 Seminar: Teaching Local Anesthesia
543,AMED 502,AMED 502 Emergency Medicine
544,AMED 523,AMED 523 Pharmacosedation II
545,AMED 524,AMED 524 Pain and Anxiety Control
546,AMED 610,AMED 610 Physical Diagnosis/Cardiology
547,AMED 750a,AMED 750a Physical Evaluation and Anesthesia
548,AMED 750b,AMED 750b Physical Evaluation and Anesthesia
549,AMED 750c,AMED 750c Physical Evaluation and Anesthesia
550,AMST 101gmw,AMST 101gmw Race and Class in Los Angeles
551,AMST 135gmw,AMST 135gmw Peoples and Cultures of the Americas
552,AMST 140gw,AMST 140gw Borderlands in a Global Context
553,AMST 150gw,AMST 150gw The American War in Viet Nam
554,AMST 200gm,AMST 200gm Introduction to American Studies and Ethnicity
555,AMST 201g,AMST 201g LGBTQ America
556,AMST 202m,AMST 202m Interethnic Diversity in the West
557,AMST 204g,AMST 204g Introduction to Native Studies
558,AMST 205g,AMST 205g Introduction to American Popular Culture
559,AMST 206gm,AMST 206gm The Politics and Culture of the 1960s
560,AMST 211g,AMST 211g Sex in America
561,AMST 215gw,AMST 215gw Race and Mixed Race
562,AMST 220gmw,AMST 220gmw The Making of Asian America
563,AMST 230g,AMST 230g Introduction to African American Studies
564,AMST 240gm,AMST 240gm Representing 9/11 and Hurricane Katrina
565,AMST 242gm,AMST 242gm Social Responses to Disaster
566,AMST 250gmw,AMST 250gmw The African Diaspora
567,AMST 252gmw,AMST 252gmw Black Social Movements in the U.S.
568,AMST 274gmw,AMST 274gmw Exploring Ethnicity through Film
569,AMST 285gm,AMST 285gm African American Popular Culture
570,AMST 301gp,"AMST 301gp America, the Frontier, and the New West"
571,AMST 305,AMST 305 Art and Performance in the Americas
572,AMST 312,AMST 312 Documenting Latinx Los Angeles Food Cultures
573,AMST 318,AMST 318 Global Cyphers: Hip Hop Circles Around the World
574,AMST 320,AMST 320 Social Construction of Race and Citizenship
575,AMST 326,AMST 326 Latinx Media Studies
576,AMST 328,AMST 328 Asian American Politics
577,AMST 330m,AMST 330m Black Music and the Political Imagination
578,AMST 332m,AMST 332m Post-Civil Rights Black America
579,AMST 333,AMST 333 Religion in the Borderlands
580,AMST 336,AMST 336 Re-Viewing Religion in Asian America
581,AMST 337m,AMST 337m Islam in Black America: From Slavery to Hip Hop
582,AMST 340m,AMST 340m Latina/o LA
583,AMST 342m,AMST 342m Law and Identities
584,AMST 343,"AMST 343 Food, Health and Culture in Los Angeles"
585,AMST 344m,AMST 344m Islamic Law and American Society
586,AMST 345,AMST 345 Law and American Indian Studies
587,AMST 348m,AMST 348m Race and Environmentalism
588,AMST 350,AMST 350 Junior Seminar in American Studies and Ethnicity: Theories and Methods
589,AMST 353m,AMST 353m Race and Racism in the Americas
590,AMST 357m,AMST 357m Latino Social Movements
591,AMST 364m,AMST 364m African American Art
592,AMST 365,AMST 365 Leadership in the Community — Internship
593,AMST 373m,AMST 373m History of the Mexican American
594,AMST 376m,AMST 376m Contemporary Issues in Asian American Communities
595,AMST 378m,AMST 378m Introduction to Asian American History
596,AMST 379,AMST 379 Arabs in America
597,AMST 380,AMST 380 American Popular Culture
598,AMST 382,AMST 382 America and the World: Japan Case Study
599,AMST 383,AMST 383 Jews in American Popular Culture
600,AMST 385,AMST 385 African American Culture and Society
601,AMST 389m,AMST 389m Carceral Geographies
602,AMST 390,AMST 390 Special Problems
603,AMST 392,AMST 392 Undergraduate Research Methods
604,AMST 395m,AMST 395m African American Humor and Culture
605,AMST 406,AMST 406 Social Media Storytelling for Latinx Audiences
606,AMST 414,AMST 414 Latina/o Screen Cultures
607,AMST 424m,AMST 424m Political Participation and American Diversity
608,AMST 428,AMST 428 Latino Politics
609,AMST 432m,AMST 432m Racial and Ethnic Relations in a Global Society
610,AMST 440,AMST 440 Graphic America: Reading American Culture Through Graphic Novels
611,AMST 442,"AMST 442 American Literature, 1920 to the Present"
612,AMST 444m,AMST 444m Native American Literature
613,AMST 445,AMST 445 African American Anthropology
614,AMST 446,AMST 446 Cultural Circuits in the Americas
615,AMST 447,AMST 447 Caribbean Literature
616,AMST 448m,AMST 448m Chicano and Latino Literature
617,AMST 449m,AMST 449m Asian American Literature
618,AMST 452m,"AMST 452m Race, Gender and Sexuality"
619,AMST 456m,AMST 456m People of Color and the News Media
620,AMST 458m,AMST 458m Race and Ethnicity in Entertainment and the Arts
621,AMST 464m,AMST 464m Latino News Media in the United States
622,AMST 465,AMST 465 Studies in American Art
623,AMST 466m,AMST 466m The Psychology of African Americans
624,AMST 475m,AMST 475m Blackness in American Visual Culture
625,AMST 483,AMST 483 Religion and Popular Culture in the United States
626,AMST 490x,AMST 490x Directed Research
627,AMST 492,AMST 492 Research Methods in American Studies and Ethnicity
628,AMST 493,AMST 493 Senior Honors Thesis in American Studies and Ethnicity
629,AMST 498,AMST 498 Senior Seminar in American Studies and Ethnicity
630,AMST 499,AMST 499 Special Topics
631,AMST 500,AMST 500 Introduction to American Studies and Ethnicity
632,AMST 509,AMST 509 Key Topics in Linguistic Anthropology
633,AMST 510,AMST 510 Readings in Chicano/Latino Studies
634,AMST 519,"AMST 519 Indigenous, Decolonial and Transhemispheric American Studies"
635,AMST 520,AMST 520 Readings in Asian American Studies
636,AMST 522,AMST 522 Transpacific History
637,AMST 525,AMST 525 Seminar in American Art
638,AMST 530,AMST 530 Readings in African American Studies
639,AMST 543,AMST 543 Critical Studies in Whiteness
640,AMST 552,AMST 552 Archives and Subcultures
641,AMST 553,"AMST 553 Race, Gender and Sexuality"
642,AMST 554,AMST 554 Readings in Chicano/Latino History
643,AMST 560,AMST 560 Readings on Race and Ethnicity
644,AMST 562,AMST 562 The Practice of Ethnography
645,AMST 567,"AMST 567 Body, Power and Politics"
646,AMST 570,AMST 570 Readings on Los Angeles and Urban Culture
647,AMST 572,AMST 572 Quantitative Methods for a Diverse Society
648,AMST 580,AMST 580 Readings in Cultural Studies
649,AMST 585,AMST 585 Topics in Cultural Theory
650,AMST 586,AMST 586 Utopia and Dystopia
651,AMST 590,AMST 590 Directed Research
652,AMST 593,AMST 593 Practicum in Teaching the Liberal Arts: American Studies
653,AMST 599,AMST 599 Special Topics
654,AMST 610,AMST 610 Interdisciplinary Research Seminar in Chicano/Latino Studies
655,AMST 622,AMST 622 Research Seminar on Transpacific Studies
656,AMST 630,AMST 630 Interdisciplinary Research Seminar: African American Studies
657,AMST 657,AMST 657 Critical Theories of Race and Culture
658,AMST 660,AMST 660 Interdisciplinary Research Seminar in Race and Ethnicity
659,AMST 662,AMST 662 Research Seminar in Comparative Ethnic Studies
660,AMST 670,AMST 670 Interdisciplinary Research Seminar on Los Angeles
661,AMST 680,AMST 680 Interdisciplinary Research Seminar in Cultural Studies
662,AMST 700,AMST 700 Theories and Practices of Professional Development
663,AMST 701,AMST 701 Contemporary Theories of American Studies and Ethnicity
664,AMST 790,AMST 790 Research
665,AMST 794a,AMST 794a Doctoral Dissertation
666,AMST 794b,AMST 794b Doctoral Dissertation
667,AMST 794c,AMST 794c Doctoral Dissertation
668,AMST 794d,AMST 794d Doctoral Dissertation
669,AMST 794z,AMST 794z Doctoral Dissertation
670,ANAT 321,ANAT 321 Head and Neck Anatomy
671,ANAT 501,ANAT 501 Functional Neuroanatomy-Neurophysiology
672,ANAT 521,ANAT 521 Head and Neck Anatomy
673,ANAT 522,ANAT 522 Systemic Human Anatomy
674,ANAT 523,ANAT 523 Head and Neck Dissection
675,ANAT 701,ANAT 701 Advanced Head and Neck Anatomy
676,ANAT 722,ANAT 722 Advanced Head and Neck Anatomy Laboratory
677,ANST 501,ANST 501 Advanced Pharmacology of Anesthesia Practice I
678,ANST 502,ANST 502 Principles of Nurse Anesthesia Practice
679,ANST 503,ANST 503 Advanced Pharmacology of Anesthesia Practice II
680,ANST 504,ANST 504 Advanced Pathophysiology Related to Anesthesia Practice
681,ANST 506,ANST 506 Advanced Principles of Nurse Anesthesia Practice
682,ANST 508,ANST 508 Research: Investigative Inquiry
683,ANST 590,ANST 590 Directed Research
684,ANST 591,ANST 591 Special Projects
685,ANST 600,ANST 600 Gateway Tools
686,ANST 601,ANST 601 Professional Integration to the Clinical Environment
687,ANST 602,ANST 602 Analytical Methods for Evidence-Based Practice
688,ANST 603,ANST 603 Anatomy and Advanced Health Assessment
689,ANST 604,ANST 604 Healthcare Policy for Advocacy in Health Care
690,ANST 605,ANST 605 Clinical Prevention and Population Health
691,ANST 607,ANST 607 Advanced Health Assessment
692,ANST 608,ANST 608 Advanced Clinical Anatomy for Nurse Anesthesia Practice
693,ANST 609,ANST 609 Advanced Health Assessment
694,ANST 610,ANST 610 Advanced Physiology for Nurse Anesthesia Practice
695,ANST 611,ANST 611 Leadership and Collaborative Practice
696,ANST 613,ANST 613 Clinician-Technology Interface
697,ANST 614,ANST 614 Clinical Residency in Nurse Anesthesia I
698,ANST 615,ANST 615 Clinical Residency in Nurse Anesthesia II
699,ANST 616,ANST 616 Advanced Clinical Residency in Nurse Anesthesia I
700,ANST 617,ANST 617 Advanced Clinical Residency in Nurse Anesthesia II
701,ANST 618,ANST 618 Advanced Clinical Residency in Nurse Anesthesia III
702,ANST 619,ANST 619 Advanced Clinical Residency in Nurse Anesthesia IV
703,ANST 631,ANST 631 Clinical Synthesis I
704,ANST 632,ANST 632 Clinical Synthesis II
705,ANST 633,ANST 633 Clinical Synthesis III
706,ANST 690,ANST 690 Directed Research
707,ANST 691,ANST 691 The Doctor of Nurse Anesthesia Practice Essentials
708,ANST 694a,ANST 694a Doctoral Capstone Project
709,ANST 694b,ANST 694b Doctoral Capstone Project
710,ANST 694c,ANST 694c Doctoral Capstone Project
711,ANST 694d,ANST 694d Doctoral Capstone Project
712,ANTH 101g,"ANTH 101g Body, Mind and Healing: Introduction to Medical Anthropology"
713,ANTH 105g,"ANTH 105g Culture, Medicine and Politics"
714,ANTH 125g,ANTH 125g Social Issues in Human Sexuality and Reproduction
715,ANTH 140g,ANTH 140g Mesoamerican Cosmovision and Culture
716,ANTH 200Lg,ANTH 200Lg The Human Animal
717,ANTH 201g,ANTH 201g Principles of Human Organization
718,ANTH 202g,ANTH 202g Archaeology: Our Human Past
719,ANTH 205g,ANTH 205g Introduction to Global Studies and Overseas Research
720,ANTH 207,ANTH 207 Introduction to Heritage Studies
721,ANTH 235g,"ANTH 235g The Changing Pacific: History, Culture, Politics"
722,ANTH 240gm,ANTH 240gm Representing 9/11 and Hurricane Katrina
723,ANTH 250g,ANTH 250g Race and Sexual Politics in Southeast Asia
724,ANTH 263g,ANTH 263g Exploring Culture through Film
725,ANTH 273g,"ANTH 273g Shamans, Spirits and Ancestors: Non-Western Religious Traditions"
726,ANTH 300,"ANTH 300 Evolution, Ecology, and Culture"
727,ANTH 301g,ANTH 301g The Global Performance of Healing
728,ANTH 302,ANTH 302 Humans and Ancient Environments
729,ANTH 303,ANTH 303 Exploring Ancient Ways of Living: Experimental Archaeology
730,ANTH 304,ANTH 304 Prehistoric Archaeology
731,ANTH 305,"ANTH 305 Childhood, Birth and Reproduction"
732,ANTH 306,ANTH 306 Primate Social Behavior and Ecology
733,ANTH 307,ANTH 307 Trojan Archaeology: Excavating USC
734,ANTH 308,ANTH 308 Origins and Evolution of Human Behavior
735,ANTH 309L,"ANTH 309L Virtual and Digital Culture, Heritage and Archaeology"
736,ANTH 310,ANTH 310 Archaeology of the Americas
737,ANTH 311,ANTH 311 Old World Archaeology
738,ANTH 312,ANTH 312 Documenting Latinx Los Angeles Food Cultures
739,ANTH 314g,ANTH 314g The Nature of Maya Civilization
740,ANTH 315g,ANTH 315g Native North Americans
741,ANTH 316gmp,ANTH 316gmp Native Americans in American Public Life
742,ANTH 317,ANTH 317 Imaging Indians: From Warriors to Windtalkers
743,ANTH 318,ANTH 318 Ethics and Global Heritage
744,ANTH 320,ANTH 320 Male and Female in Pacific Society
745,ANTH 322,ANTH 322 Anthropology of Bali
746,ANTH 323,ANTH 323 Southeast Asian Cultures Today:  Globalization and Multiple Modernities
747,ANTH 324,ANTH 324 Contemporary China: Cultural Politics and Social Realities
748,ANTH 325,ANTH 325 Global Studies Research Methods
749,ANTH 326,ANTH 326 European Cultures and Societies
750,ANTH 327,ANTH 327 Anthropology of the Middle East and Islam
751,ANTH 328m,ANTH 328m Culture Change and the Mexican People
752,ANTH 329,ANTH 329 Archaeology and Global Cultural Heritage
753,ANTH 330m,"ANTH 330m Culture, Gender and Politics in South Asia"
754,ANTH 332g,ANTH 332g Anthropology and Narrative Medicine
755,ANTH 333gm,ANTH 333gm Forms of Folklore
756,ANTH 335,ANTH 335 Comparative Muslim Societies
757,ANTH 336,"ANTH 336 Health, Gender and Ethnicity"
758,ANTH 337,ANTH 337 Anthropology of Warfare
759,ANTH 338g,ANTH 338g Food in Culture and Society
760,ANTH 340,ANTH 340 Anthropology In and Of the Museum
761,ANTH 344g,"ANTH 344g Living with the Past: Encountering History through Ritual, Experience and Practice"
762,ANTH 345,"ANTH 345 Politics, Social Organization, and Law"
763,ANTH 355,ANTH 355 Urban Anthropology
764,ANTH 357g,ANTH 357g Cultures of Genocide
765,ANTH 360,ANTH 360 Symbolic Anthropology
766,ANTH 365,ANTH 365 Life History in Anthropological Perspective
767,ANTH 370,"ANTH 370 Sex, Love, and Marriage: An Introduction to Kinship"
768,ANTH 371gm,ANTH 371gm Cross-Cultural Research on Urban Gangs
769,ANTH 372,ANTH 372 Interpretation of Myth and Narrative
770,ANTH 373,"ANTH 373 Magic, Witchcraft and Healing"
771,ANTH 375,ANTH 375 Anthropology for Consulting and Design
772,ANTH 376,ANTH 376 Scientific Analysis in Archaeology
773,ANTH 377g,ANTH 377g Archaeological Interpretation of Complex Societies
774,ANTH 380,ANTH 380 Sex and Gender in Anthropological Perspective
775,ANTH 385m,ANTH 385m Men and Masculinity
776,ANTH 390,ANTH 390 Special Problems
777,ANTH 393,ANTH 393 Directed Internship
778,ANTH 395m,ANTH 395m African American Humor and Culture
779,ANTH 400,ANTH 400 Maya Resilience: Constructing Past and Present Identities
780,ANTH 401,ANTH 401 Environment and Politics in the Middle East
781,ANTH 405,ANTH 405 Evolutionary Medicine
782,ANTH 406,ANTH 406 Theory and Method in Human Evolutionary Biology
783,ANTH 407,ANTH 407 Peasant Society
784,ANTH 409,ANTH 409 Indigenous Languages in the Contemporary World
785,ANTH 410a,ANTH 410a Ethnographic Field Methods and Practicum
786,ANTH 410b,ANTH 410b Ethnographic Field Methods and Practicum
787,ANTH 415,ANTH 415 Global Studies Senior Seminar
788,ANTH 425,ANTH 425 Peoples and Cultures of Latin America
789,ANTH 435,ANTH 435 Ethnic Identity and Minority Politics in China
790,ANTH 440,ANTH 440 History of Anthropological Theory
791,ANTH 441w,ANTH 441w Cities of the Middle East
792,ANTH 445,ANTH 445 African American Anthropology
793,ANTH 450,ANTH 450 Field Research in Maya Archaeology
794,ANTH 460,ANTH 460 Economic Anthropology
795,ANTH 465,ANTH 465 Archaeology and Society
796,ANTH 470,ANTH 470 Multidisciplinary Seminar in Visual Anthropology
797,ANTH 472,ANTH 472 Visual Techniques in Anthropology: Stills
798,ANTH 474,ANTH 474 Posthuman Anthropology
799,ANTH 475,ANTH 475 Ethnographic Film Analysis
